distributor_name,organization_name_raw,organization_type,city,state,relationship_type,relationship_description,evidence_text_short,source_url,source_name,source_publish_date,source_access_date,confidence_score,is_confirmed_relationship,extraction_method,notes,normalized_organization_name
Medline,Togus VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 1 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 1,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,TOGUS VAMC
Medline,White River Junction VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 1 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 1,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,WHITE RIVER JUNCTION VAMC
Medline,Northampton VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 1 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 1,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,NORTHAMPTON VAMC
Medline,Albany VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 2 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 2,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,ALBANY VAMC
Medline,Bath VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 2 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 2,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,BATH VAMC
Medline,Bronx VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 2 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 2,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,BRONX VAMC
Medline,Buffalo VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 2 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 2,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,BUFFALO VAMC
Medline,Canandaigua VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 2 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 2,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,CANANDAIGUA VAMC
Medline,Hudson Valley VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 2 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 2,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,HUDSON VALLEY VAMC
Medline,New Jersey VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 2 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 2,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,NEW JERSEY VAMC
Medline,New York Harbor VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 2 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 2,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,NEW YORK HARBOR VAMC
Medline,Northport VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 2 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 2,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,NORTHPORT VAMC
Medline,Syracuse VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 2 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 2,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,SYRACUSE VAMC
Medline,Altoona VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 4 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 4,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,ALTOONA VAMC
Medline,Butler VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 4 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 4,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,BUTLER VAMC
Medline,Coatesville VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 4 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 4,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,COATESVILLE VAMC
Medline,Erie VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 4 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 4,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,ERIE VAMC
Medline,Lebanon VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 4 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 4,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,LEBANON VAMC
Medline,Philadelphia VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 4 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 4,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,PHILADELPHIA VAMC
Medline,Pittsburgh VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 4 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 4,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,PITTSBURGH VAMC
Medline,Wilkes-Barre VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 4 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 4,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,WILKES-BARRE VAMC
Medline,Wilmington VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 4 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 4,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,WILMINGTON VAMC
Cardinal Health,Washington DC VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 5 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 5,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,WASHINGTON DC VAMC
Cardinal Health,Martinsburg VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 5 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 5,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,MARTINSBURG VAMC
Cardinal Health,Maryland VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 5 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 5,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,MARYLAND VAMC
Cardinal Health,Beckley VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 5 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 5,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,BECKLEY VAMC
Cardinal Health,Clarksburg VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 5 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 5,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,CLARKSBURG VAMC
Cardinal Health,Asheville VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 6 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 6,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,ASHEVILLE VAMC
Cardinal Health,Durham VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 6 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 6,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,DURHAM VAMC
Cardinal Health,Fayetteville VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 6 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 6,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,FAYETTEVILLE VAMC
Cardinal Health,Hampton VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 6 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 6,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,HAMPTON VAMC
Cardinal Health,Richmond VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 6 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 6,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,RICHMOND VAMC
Cardinal Health,Salem VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 6 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 6,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,SALEM VAMC
Cardinal Health,Salisbury VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 6 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 6,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,SALISBURY VAMC
Cardinal Health,Atlanta VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 7 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 7,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,ATLANTA VAMC
Cardinal Health,Augusta VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 7 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 7,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,AUGUSTA VAMC
Cardinal Health,Birmingham VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 7 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 7,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,BIRMINGHAM VAMC
Cardinal Health,Central Alabama VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 7 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 7,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,CENTRAL ALABAMA VAMC
Cardinal Health,Charleston VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 7 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 7,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,CHARLESTON VAMC
Cardinal Health,Dublin VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 7 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 7,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,DUBLIN VAMC
Cardinal Health,Tuscaloosa VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 7 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 7,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,TUSCALOOSA VAMC
Cardinal Health,Bay Pines VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 8 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 8,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,BAY PINES VAMC
Cardinal Health,Miami VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 8 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 8,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,MIAMI VAMC
Cardinal Health,Orlando VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 8 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 8,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,ORLANDO VAMC
Cardinal Health,Puerto Rico VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 8 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 8,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,PUERTO RICO VAMC
Cardinal Health,Tampa VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 8 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 8,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,TAMPA VAMC
Cardinal Health,West Palm Beach VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 8 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 8,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,WEST PALM BEACH VAMC
Medline,Huntington VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 9 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 9,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,HUNTINGTON VAMC
Medline,Lexington VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 9 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 9,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,LEXINGTON VAMC
Medline,Louisville VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 9 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 9,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,LOUISVILLE VAMC
Medline,Memphis VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 9 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 9,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,MEMPHIS VAMC
Medline,Mountain Home VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 9 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 9,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,MOUNTAIN HOME VAMC
Medline,Nashville VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 9 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 9,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,NASHVILLE VAMC
Medline,Chicago VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 12 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 12,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,CHICAGO VAMC
Medline,Danville VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 12 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 12,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,DANVILLE VAMC
Medline,Hines VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 12 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 12,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,HINES VAMC
Medline,Iron Mountain VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 12 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 12,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,IRON MOUNTAIN VAMC
Medline,Madison VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 12 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 12,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,MADISON VAMC
Medline,Milwaukee VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 12 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 12,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,MILWAUKEE VAMC
Medline,North Chicago VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 12 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 12,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,NORTH CHICAGO VAMC
Medline,Tomah VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 12 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 12,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,TOMAH VAMC
Medline,Columbia VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 15 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 15,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,COLUMBIA VAMC
Medline,Eastern Kansas VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 15 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 15,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,EASTERN KANSAS VAMC
Medline,Kansas City VAMC,hospital,Various,Various,confirmed_supply,VA MSPV 2.0 / Gen-Z VISN 15 Primary Prime Vendor,Awarded MSPV 2.0 contract for VISN 15,https://news.va.gov/press-room/va-awards-medical-surgical-prime-vendor-2-0-contracts-for-distribution-and-supply-management-services-to-provide-veteran-health-care/,VA News,2020-10-23,2026-04-19,1.0,True,va_mspv_mapping,Mapped from VISN award,KANSAS CITY VAMC
